time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),minute_ventilation_adjusted [mL/min](/api/datatype/38/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
422053406517,11,19468.48,21864.600615384617,,0.0390625,80,0
422053406773,11,19468.48,21864.600615384617,,0.05078125,80,0
422053407029,11,19402.079999999998,21790.028307692308,,0.03515625,81,0
422053407285,11,19402.079999999998,21790.028307692308,,0.0703125,81,0
422053407541,11,19402.079999999998,21790.028307692308,,0.1015625,84,0
422053407797,11,19402.079999999998,21790.028307692308,,0.06640625,86,0
422053408053,11,19402.079999999998,21790.028307692308,,0.1015625,89,0
422053408309,11,19402.079999999998,21790.028307692308,,0.109375,92,0
422053408565,11,19402.079999999998,21790.028307692308,,0.10546875,94,0
422053408821,11,19402.079999999998,21790.028307692308,,0.14453125,94,0
422053409077,11,19402.079999999998,21790.028307692308,,0.54296875,91,0
422053409333,11,21274.559999999998,23892.967384615382,,0.13671875,91,0
422053409589,11,21274.559999999998,23892.967384615382,,0.12890625,93,0
422053409845,11,21274.559999999998,23892.967384615382,,0.28125,92,0
422053410101,10,21274.559999999998,23892.967384615382,,0.09375,92,0
422053410357,11,19508.32,21909.343999999997,,0.0546875,94,0
422053410613,11,19508.32,21909.343999999997,,0.03125,94,0
422053410869,12,20384.8,22893.69846153846,,0.25390625,104,0
422053411125,12,20384.8,22893.69846153846,,0.140625,105,0
422053411381,12,20384.8,22893.69846153846,,0.02734375,105,0
422053411637,12,21699.52,24370.230153846154,,0.109375,105,0
422053411893,12,21699.52,24370.230153846154,,0.07421875,106,0
422053412149,12,21699.52,24370.230153846154,,0.0546875,106,0
422053412405,12,21699.52,24370.230153846154,,0.3359375,111,0
422053412661,12,21699.52,24370.230153846154,,0.19140625,111,0
422053412917,12,21699.52,24370.230153846154,,0.15625,111,0
422053413173,12,21699.52,24370.230153846154,,0.1015625,121,0
422053413429,12,21699.52,24370.230153846154,,0.078125,134,0
422053413685,12,21699.52,24370.230153846154,,0.02734375,134,0
422053413941,12,21699.52,24370.230153846154,,0.0234375,116,0
422053414197,12,21699.52,24370.230153846154,,0.0625,114,0
422053414453,12,21699.52,24370.230153846154,,0.07421875,122,0
422053414709,12,21699.52,24370.230153846154,,0.0390625,97,0
422053414965,12,21699.52,24370.230153846154,,0.0390625,90,0
422053415221,12,21699.52,24370.230153846154,,0.015625,86,0
422053415477,11,16772.64,18836.96492307692,,0.0,82,0
422053415733,10,16772.64,18836.96492307692,,0.02734375,78,0
422053415989,10,16772.64,18836.96492307692,,0.015625,76,0
422053416245,9,16772.64,18836.96492307692,,0.0,74,0
422053416501,9,16772.64,18836.96492307692,,0.0,69,0
422053416757,9,16772.64,18836.96492307692,,0.0,69,0
422053417013,10,16772.64,18836.96492307692,,0.0,69,0
422053417269,10,16772.64,18836.96492307692,,0.015625,69,0
422053417525,10,16772.64,18836.96492307692,,0.01953125,65,0
422053417781,9,16772.64,18836.96492307692,,0.0,65,0
422053418037,9,16772.64,18836.96492307692,,0.01953125,63,0
422053418293,9,16772.64,18836.96492307692,,0.08203125,62,0
422053418549,9,16772.64,18836.96492307692,,0.1328125,63,0
422053418805,9,16772.64,18836.96492307692,,0.1484375,60,0
422053419061,9,16772.64,18836.96492307692,,0.06640625,62,0
422053419317,9,16772.64,18836.96492307692,,0.02734375,62,0
422053419573,9,16772.64,18836.96492307692,,0.0234375,62,0
422053419829,9,16772.64,18836.96492307692,,0.18359375,60,0
422053420085,9,14754.08,16569.96676923077,,0.1328125,61,0
422053420341,8,14754.08,16569.96676923077,,0.171875,61,0
422053420597,8,14754.08,16569.96676923077,,0.1953125,62,0
422053420853,7,14754.08,16569.96676923077,,0.16015625,62,0
422053421109,7,14754.08,16569.96676923077,,0.16015625,61,0
422053421365,7,14754.08,16569.96676923077,,0.0703125,61,0
422053421621,8,14754.08,16569.96676923077,,0.01953125,62,0
422053421877,8,14754.08,16569.96676923077,,0.0390625,62,0
422053422133,7,14342.4,16107.61846153846,,0.0625,62,0
422053422389,7,14342.4,16107.61846153846,,0.0625,64,0
422053422645,7,14342.4,16107.61846153846,,0.15234375,64,0
422053422901,7,14342.4,16107.61846153846,,0.04296875,61,0
422053423157,7,14342.4,16107.61846153846,,0.046875,61,0
422053423413,7,14342.4,16107.61846153846,,0.08984375,60,0
422053423669,7,14342.4,16107.61846153846,,0.05859375,60,0
422053423925,7,14342.4,16107.61846153846,,0.05078125,60,0
422053424181,7,14342.4,16107.61846153846,,0.1484375,64,0
422053424437,7,14342.4,16107.61846153846,,0.04296875,65,0
422053424693,7,14342.4,16107.61846153846,,0.0546875,65,0
422053424949,7,14342.4,16107.61846153846,,0.0546875,65,0
422053425205,7,14342.4,16107.61846153846,,0.01953125,65,0
422053425461,7,14342.4,16107.61846153846,,0.0,66,0
422053425717,7,14342.4,16107.61846153846,,0.02734375,65,0
422053425973,7,12363.68,13885.363692307692,,0.0546875,64,0
422053426229,7,12363.68,13885.363692307692,,0.04296875,64,0
422053426485,6,12363.68,13885.363692307692,,0.0390625,65,0
422053426741,6,12363.68,13885.363692307692,,0.12109375,67,0
422053426997,6,12363.68,13885.363692307692,,0.15625,67,0
422053427253,6,12562.88,14109.080615384617,,0.0625,68,0
422053427509,6,12562.88,14109.080615384617,,0.046875,70,0
422053427765,6,12562.88,14109.080615384617,,0.140625,70,0
422053428021,6,12562.88,14109.080615384617,,0.12109375,73,0
422053428277,6,12562.88,14109.080615384617,,0.08984375,72,0
422053428533,6,12562.88,14109.080615384617,,0.1171875,71,0
422053428789,6,12562.88,14109.080615384617,,0.05859375,73,0
422053429045,6,12562.88,14109.080615384617,,0.09765625,75,0
422053429301,6,12562.88,14109.080615384617,,0.1171875,77,0
422053429557,6,12562.88,14109.080615384617,,0.07421875,79,0
422053429813,6,12562.88,14109.080615384617,,0.08203125,79,0
422053430069,6,12562.88,14109.080615384617,,0.109375,79,0
422053430325,6,12562.88,14109.080615384617,,0.11328125,82,0
422053430581,6,12562.88,14109.080615384617,,0.10546875,82,0
422053430837,6,12562.88,14109.080615384617,,0.07421875,79,0
422053431093,6,12562.88,14109.080615384617,,0.1015625,79,0
422053431349,6,11274.72,12662.377846153848,,0.1015625,79,0
422053431605,6,11274.72,12662.377846153848,,0.11328125,82,0
422053431861,5,11274.72,12662.377846153848,,0.078125,77,0
422053432117,5,11274.72,12662.377846153848,,0.12890625,73,0
422053432373,5,11274.72,12662.377846153848,,0.18359375,73,0
422053432629,5,10464.64,11752.595692307694,,0.12890625,81,0
422053432885,5,10464.64,11752.595692307694,,0.1796875,83,0
422053433141,5,10464.64,11752.595692307694,,0.22265625,85,0
422053433397,5,10464.64,11752.595692307694,,0.234375,85,0
422053433653,5,10464.64,11752.595692307694,,0.3046875,89,0
422053433909,5,10464.64,11752.595692307694,,0.2734375,89,0
422053434165,5,10464.64,11752.595692307694,,0.23828125,90,0
422053434421,5,10464.64,11752.595692307694,,0.16015625,88,34
422053434677,5,10464.64,11752.595692307694,,0.15625,89,58
422053434933,5,10464.64,11752.595692307694,,0.109375,94,72
422053435189,5,10464.64,11752.595692307694,,0.04296875,94,65
422053435445,5,10464.64,11752.595692307694,,0.1171875,94,33
422053435701,5,10464.64,11752.595692307694,,0.1875,100,0
422053435957,5,10464.64,11752.595692307694,,0.1171875,100,0
422053436213,5,10464.64,11752.595692307694,,0.1484375,100,42
422053436469,5,10318.56,11588.536615384617,,0.19921875,99,47
422053436725,5,10318.56,11588.536615384617,,0.16015625,95,37
422053436981,5,10318.56,11588.536615384617,,0.19921875,93,0
422053437237,5,10318.56,11588.536615384617,,0.19921875,92,0
422053437493,5,10318.56,11588.536615384617,,0.1484375,81,30
422053437749,5,10318.56,11588.536615384617,,0.0234375,81,0
422053438005,5,10318.56,11588.536615384617,,0.08984375,80,0
422053438261,5,10318.56,11588.536615384617,,0.01953125,80,0
422053438517,5,10318.56,11588.536615384617,,0.0,81,0
422053438773,5,10318.56,11588.536615384617,,0.0,79,0
422053439029,5,10318.56,11588.536615384617,,0.015625,71,0
422053439285,5,10318.56,11588.536615384617,,0.02734375,69,0
422053439541,5,10318.56,11588.536615384617,,0.10546875,69,0
422053439797,5,10318.56,11588.536615384617,,0.03125,69,0
422053440053,5,10318.56,11588.536615384617,,0.1015625,69,0
422053440309,5,9999.84,11230.589538461538,,0.09375,67,0
422053440565,5,9999.84,11230.589538461538,,0.0859375,64,0
422053440821,5,9999.84,11230.589538461538,,0.06640625,60,0
422053441077,5,9999.84,11230.589538461538,,0.0703125,60,0
422053441333,5,9999.84,11230.589538461538,,0.16796875,61,0
422053441589,5,9999.84,11230.589538461538,,0.05859375,63,0
422053441845,5,9999.84,11230.589538461538,,0.06640625,65,0
422053442101,5,9999.84,11230.589538461538,,0.12109375,66,0
422053442357,5,9149.92,10276.064000000002,,0.06640625,66,0
422053442613,5,9149.92,10276.064000000002,,0.17578125,67,0
422053442869,5,9149.92,10276.064000000002,,0.41796875,66,0
422053443125,5,9149.92,10276.064000000002,,0.85546875,67,0
422053443381,5,9149.92,10276.064000000002,,0.94140625,68,0
422053443637,5,9149.92,10276.064000000002,,0.96875,69,0
422053443893,5,9149.92,10276.064000000002,,0.9765625,69,86
422053444149,5,9149.92,10276.064000000002,,0.89453125,69,140
422053444405,5,9149.92,10276.064000000002,,0.94921875,70,156
422053444661,5,10809.92,12140.371692307692,,0.984375,70,154
422053444917,5,10809.92,12140.371692307692,,1.1015625,72,149
422053445173,5,10809.92,12140.371692307692,,1.05078125,79,148
422053445429,6,10809.92,12140.371692307692,,1.0078125,79,148
422053445685,6,10809.92,12140.371692307692,,0.90234375,84,149
422053445941,6,11819.199999999999,13273.87076923077,,0.94921875,99,149
422053446197,5,11819.199999999999,13273.87076923077,,0.94921875,106,147
422053446453,5,11819.199999999999,13273.87076923077,,0.984375,113,148
422053446709,5,11819.199999999999,13273.87076923077,,1.0625,128,149
422053446965,5,11819.199999999999,13273.87076923077,,1.09375,133,149
422053447221,5,11819.199999999999,13273.87076923077,,1.09375,147,148
422053447477,6,13598.72,15272.408615384615,,0.96875,147,147
422053447733,6,13598.72,15272.408615384615,,0.94921875,147,147
422053447989,6,13598.72,15272.408615384615,,0.94140625,151,148
422053448245,7,13598.72,15272.408615384615,,1.01953125,145,148
422053448501,7,13306.56,14944.290461538461,,0.9921875,145,148
422053448757,7,13306.56,14944.290461538461,,1.04296875,141,149
422053449013,7,13306.56,14944.290461538461,,1.0625,141,149
422053449269,7,13306.56,14944.290461538461,,1.1640625,142,149
422053449525,7,13306.56,14944.290461538461,,1.015625,142,149
422053449781,7,17210.879999999997,19329.142153846155,,1.12109375,131,150
422053450037,7,17210.879999999997,19329.142153846155,,1.07421875,121,151
422053450293,8,17210.879999999997,19329.142153846155,,1.18359375,123,151
422053450549,8,23598.559999999998,26502.998153846158,,1.09765625,121,151
422053450805,9,23598.559999999998,26502.998153846158,,1.1328125,118,151
422053451061,10,23598.559999999998,26502.998153846158,,1.28515625,125,150
422053451317,10,23598.559999999998,26502.998153846158,,1.16796875,125,151
422053451573,11,26413.92,29664.863999999998,,1.0625,128,151
422053451829,11,26413.92,29664.863999999998,,1.09375,128,151
422053452085,11,26413.92,29664.863999999998,,1.09765625,134,150
422053452341,12,31367.359999999997,35227.95815384615,,1.03515625,144,149
422053452597,13,31367.359999999997,35227.95815384615,,1.203125,146,151
422053452853,14,31367.359999999997,35227.95815384615,,1.1328125,142,152
422053453109,14,31367.359999999997,35227.95815384615,,1.09765625,134,153
