Sensor,DateTime,Timestamp,Period,Temperature (°C),Humidity (%RH),Pressure (hPa),NO2 (ppm),NO2 (µg/m3),CO (ppm),CO (mg/m3),O3 (ppm),O3 (µg/m3),NO (ppm),NO (µg/m3),PM1 (µg/m3),PM2.5 (µg/m3),PM10 (µg/m3),UPT (s)
AQT530_T3810936,2021-11-12T11:06:42,1636711602,Day,8.5,81.2,988.8,,,0.208,0.00024600191392345436,,,0.0,0.0,6.5,11.7,15.6,10314
AQT530_T3810936,2021-11-12T11:16:42,1636712202,Day,9.2,78.1,988.8,,,0.208,0.000245392027825539,0.0,0.0,-0.0,-0.0,6.6,11.7,14.9,10914
AQT530_T3810936,2021-11-12T11:26:42,1636712802,Day,9.2,78.6,988.7,,,0.208,0.0002453672106706214,,,0.001,0.0012638806868812903,5.9,10.5,14.3,11514
AQT530_T3810936,2021-11-12T11:36:42,1636713402,Day,9.9,75.4,988.8,,,0.212,0.0002494925651893977,-0.0,-0.0,0.001,0.0012608825489100635,5.9,10.8,14.3,12113
AQT530_T3810936,2021-11-12T11:46:42,1636714002,Day,10.4,73.1,988.7,0.001,0.0019295252039835888,0.214,0.00025137674866781545,,,0.001,0.001258531870713921,6.7,11.5,14.7,12713
AQT530_T3810936,2021-11-12T11:56:42,1636714602,Day,9.6,77.7,988.8,,,0.21,0.00024740107804314753,,,0.001,0.001262220355328005,6.6,11.6,15.0,13312
AQT530_T3810936,2021-11-12T12:06:42,1636715202,Day,10.3,74.5,988.6,,,0.208,0.0002443902797994671,0.0,0.0,0.0,0.0,7.0,12.2,16.1,13912
AQT530_T3810936,2021-11-12T12:16:42,1636715802,Day,9.4,79.6,988.5,,,0.203,0.0002392510479790846,,,0.005,0.00631365289125482,7.0,12.5,16.5,14511
AQT530_T3810936,2021-11-12T12:26:42,1636716402,Day,9.1,81.4,988.5,,,0.191,0.00022534739350555934,,,0.003,0.003792218156437306,6.8,11.9,15.9,15111
AQT530_T3810936,2021-11-12T12:36:42,1636717002,Day,9.0,82.7,988.5,,,0.187,0.000220706271677342,,,0.003,0.003793562199732162,5.9,10.7,14.4,15711
AQT530_T3810936,2021-11-12T12:46:42,1636717602,Day,9.1,85.8,988.3,,,0.176,0.00020760794108304022,-0.0,-0.0,0.003,0.0037914508892331706,6.4,11.4,15.2,16310
AQT530_T3810936,2021-11-12T12:56:42,1636718202,Day,9.2,87.0,988.3,,,0.176,0.00020753441250465069,,,0.002,0.002526738713148132,6.9,12.0,16.2,16910
AQT530_T3810936,2021-11-12T13:06:42,1636718802,Day,9.0,88.9,988.4,-0.0,-0.0,0.171,0.00020180189557627315,-0.0,-0.0,0.002,0.002528785620108089,7.7,12.7,16.6,17509
AQT530_T3810936,2021-11-12T13:16:42,1636719402,Day,8.9,90.7,988.3,,,0.173,0.00020421387361059943,0.001,0.002022866716327318,0.003,0.0037941393848114255,7.6,12.8,15.6,18109
AQT530_T3810936,2021-11-12T13:26:42,1636720002,Day,8.8,94.6,988.0,,,0.17,0.00020068282959663142,0.001,0.002022969910040176,0.004,0.005059110583358807,7.9,13.4,17.3,18708
AQT530_T3810936,2021-11-12T13:36:42,1636720602,Day,8.7,96.4,987.8,,,0.168,0.00019835205908929338,0.003,0.006069834010994849,0.005,0.006324851342706786,8.0,14.0,17.7,19308
AQT530_T3810936,2021-11-12T13:46:42,1636721202,Day,8.8,97.1,987.6,,,0.163,0.00019234151636741013,0.005,0.010110754469411327,0.004,0.005057062360450565,8.1,14.1,17.8,19907
AQT530_T3810936,2021-11-12T13:56:42,1636721802,Day,8.8,97.2,987.6,0.0,0.0,0.161,0.00018998149776167507,0.006,0.01213290536329359,0.005,0.006321327950563206,7.6,14.0,18.0,20507
AQT530_T3810936,2021-11-12T14:06:42,1636722402,Day,9.0,96.9,987.6,0.0,0.0,0.167,0.00019692186791268936,0.006,0.012124305040512592,0.005,0.006316847122669843,8.9,15.9,19.6,21107
AQT530_T3810936,2021-11-12T14:16:42,1636723002,Day,9.2,96.4,987.4,0.001,0.0019351779374956067,0.169,0.00019909872747106235,0.005,0.010094386111691929,0.005,0.006311094316914058,8.6,15.1,19.5,21706
AQT530_T3810936,2021-11-12T14:26:42,1636723602,Day,9.3,95.6,987.3,0.0,0.0,0.17,0.0002001856433779962,0.006,0.012107748344680029,0.004,0.005046576775331217,8.1,14.3,18.9,22306
AQT530_T3810936,2021-11-12T14:36:42,1636724202,Day,9.4,96.0,987.4,0.0,0.0,0.166,0.00019542600234008834,0.005,0.010087240908286024,0.005,0.006306627076201325,6.5,11.7,14.4,22905
AQT530_T3810936,2021-11-12T14:46:42,1636724802,Day,9.4,96.3,987.1,-0.0,-0.0,0.165,0.0001941897190146063,0.005,0.010084176119677067,0.006,0.007565653133787719,5.9,10.4,12.6,23505
AQT530_T3810936,2021-11-12T14:56:42,1636725402,Day,9.4,96.8,987.2,-0.0,-0.0,0.159,0.00018714723206444267,0.006,0.012102237259056063,0.004,0.005044279724226007,5.3,9.1,11.2,24104
AQT530_T3810936,2021-11-12T15:06:42,1636726002,Day,9.5,96.7,987.3,0.001,0.001932928192664708,0.16,0.00018827670046177257,0.007,0.014115711209201087,0.005,0.006303757342085186,5.7,9.4,12.0,24704
AQT530_T3810936,2021-11-12T15:16:42,1636726602,Day,9.6,97.1,987.2,,,0.157,0.00018466246747543273,0.007,0.014109289692203967,0.005,0.006300889637842873,4.6,8.0,11.4,25304
AQT530_T3810936,2021-11-12T15:26:42,1636727202,Day,9.8,97.4,987.2,,,0.185,0.00021744209596923094,0.007,0.014099316700726883,0.005,0.0062964359254287765,4.3,7.4,9.5,25903
AQT530_T3810936,2021-11-12T15:36:42,1636727802,Day,9.9,97.7,987.3,,,0.166,0.00019506103069237595,0.006,0.01208208274140567,0.006,0.007553818813949669,4.2,7.3,9.3,26503
AQT530_T3810936,2021-11-12T15:46:42,1636728402,Day,9.9,98.4,987.3,,,0.155,0.0001821352997428812,0.006,0.01208208274140567,0.005,0.006294849011624724,4.3,7.6,9.5,27102
AQT530_T3810936,2021-11-12T15:56:42,1636729002,Day,10.0,98.6,987.3,,,0.152,0.0001785470207177963,0.006,0.012077815715892195,0.005,0.0062926258617000816,3.8,7.7,16.2,27702
AQT530_T3810936,2021-11-12T16:06:42,1636729602,Day,10.1,98.2,987.3,,,0.15,0.0001761355120879965,0.005,0.01006129308606906,0.006,0.007548485137823313,4.2,7.6,13.6,28301
AQT530_T3810936,2021-11-12T16:16:42,1636730202,Day,10.2,97.5,987.2,,,0.146,0.00017136070267325027,0.004,0.008045378830765932,0.006,0.0075450568347276755,4.1,7.4,10.5,28901
AQT530_T3810936,2021-11-12T16:26:42,1636730802,Night,10.3,97.3,987.1,,,0.145,0.00017010972467163075,0.004,0.008041725772064929,0.006,0.0075416309506146405,3.7,7.1,10.1,29501
AQT530_T3810936,2021-11-12T16:36:42,1636731402,Night,10.3,97.7,987.0,,,0.143,0.00016774638806031343,0.003,0.006030683317567684,0.006,0.00754086693167526,3.7,7.1,10.4,30100
AQT530_T3810936,2021-11-12T16:46:42,1636732002,Night,10.4,97.6,987.0,,,0.137,0.00016065140091498105,0.004,0.008038075290023209,0.006,0.007538207482924889,3.8,7.3,10.0,30700
AQT530_T3810936,2021-11-12T16:56:42,1636732602,Night,10.4,98.4,986.9,,,0.138,0.00016180764333187852,0.005,0.010046576119204538,0.006,0.007537443733433205,3.6,6.8,10.0,31299
AQT530_T3810936,2021-11-12T17:06:42,1636733202,Night,10.5,98.6,986.9,,,0.135,0.00015823428114899234,0.005,0.01004303422739449,0.006,0.007534786429102716,3.0,5.2,6.2,31899
AQT530_T3810936,2021-11-12T17:16:42,1636733802,Night,10.4,99.0,986.7,,,0.133,0.00015591344455005563,0.003,0.006026724079533359,0.007,0.00879190227352481,2.7,18.7,57.5,32498
AQT530_T3810936,2021-11-12T17:26:42,1636734402,Night,10.5,98.2,986.8,,,0.144,0.000168766130861297,0.005,0.010042016592960668,0.008,0.010045363931824987,3.8,6.3,8.1,33098
AQT530_T3810936,2021-11-12T17:36:42,1636735002,Night,10.5,97.2,986.7,,,0.142,0.00016640529199009937,0.003,0.006024599375116107,0.007,0.008788802713407226,2.2,5.3,7.6,33697
AQT530_T3810936,2021-11-12T17:46:42,1636735602,Night,10.5,96.4,986.7,-0.0,-0.0,0.135,0.00015820221421593956,0.002,0.004016399583410738,0.007,0.008788802713407226,2.0,5.5,7.7,34297
AQT530_T3810936,2021-11-12T17:56:42,1636736202,Night,10.3,96.1,986.6,,,0.126,0.0001477446092488962,0.001,0.002009413090547882,0.006,0.007537810855917744,2.0,7.2,10.5,34897
AQT530_T3810936,2021-11-12T18:06:42,1636736802,Night,10.2,96.2,986.8,,,0.116,0.00013609443342013213,0.0,0.0,0.007,0.008798999627155066,2.0,8.0,11.8,35496
AQT530_T3810936,2021-11-12T18:16:42,1636737402,Night,10.3,95.9,986.9,,,0.112,0.0001313684752282683,0.001,0.002010024102028892,0.004,0.005026735275157254,2.1,9.4,14.1,36096
AQT530_T3810936,2021-11-12T18:26:42,1636738002,Night,10.3,95.8,987.0,,,0.109,0.0001278626314585606,0.001,0.002010227772522562,0.006,0.00754086693167526,1.9,9.1,14.3,36695
AQT530_T3810936,2021-11-12T18:36:42,1636738602,Night,10.4,95.9,987.1,,,0.112,0.0001313487583729795,-0.0,-0.0,0.006,0.007538971232416575,2.5,10.6,16.4,37295
AQT530_T3810936,2021-11-12T18:46:42,1636739202,Night,10.4,95.8,987.2,,,0.111,0.0001301891893235632,,,0.007,0.00879635747889297,2.4,9.8,16.3,37894
AQT530_T3810936,2021-11-12T18:56:42,1636739802,Night,10.5,95.9,987.2,,,0.12,0.0001406954502653969,0.001,0.0020092174261391914,0.007,0.008793256348105417,2.7,10.1,15.8,38494
AQT530_T3810936,2021-11-12T19:06:42,1636740402,Night,10.5,95.5,987.2,,,0.125,0.00014655776069312176,,,0.007,0.008793256348105417,3.3,8.9,11.8,39094
AQT530_T3810936,2021-11-12T19:16:42,1636741002,Night,10.5,95.3,987.1,,,0.125,0.00014654291489078254,,,0.006,0.007536313389570668,3.3,11.8,18.3,39693
AQT530_T3810936,2021-11-12T19:26:42,1636741602,Night,10.3,95.4,987.2,,,0.115,0.00013492827699755045,-0.0,-0.0,0.006,0.0075423949695540195,2.7,11.7,16.8,40293
AQT530_T3810936,2021-11-12T19:36:42,1636742202,Night,10.3,95.5,987.1,,,0.112,0.00013139509767739755,-0.0,-0.0,0.006,0.0075416309506146405,2.6,11.2,18.3,40892
AQT530_T3810936,2021-11-12T19:46:42,1636742802,Night,10.4,94.7,987.1,,,0.111,0.00013017600160179218,0.0,0.0,0.006,0.007538971232416575,2.5,11.3,18.1,41492
AQT530_T3810936,2021-11-12T19:56:42,1636743402,Night,10.4,93.8,987.0,,,0.112,0.0001313354518429042,0.001,0.0020095188225058023,0.006,0.007538207482924889,2.8,13.2,20.3,42091
AQT530_T3810936,2021-11-12T20:06:42,1636744002,Night,10.4,93.4,986.9,,,0.113,0.00013249466446740775,0.001,0.002009315223840908,0.006,0.007537443733433205,2.6,14.7,21.5,42691
AQT530_T3810936,2021-11-12T20:16:42,1636744602,Night,10.4,93.2,986.9,,,0.109,0.00012780458784909245,0.002,0.004018630447681816,0.006,0.007537443733433205,2.7,15.1,23.7,43291
AQT530_T3810936,2021-11-12T20:26:42,1636745202,Night,10.4,93.6,987.0,,,0.112,0.0001313354518429042,0.002,0.0040190376450116045,0.007,0.008794575396745706,2.7,14.6,22.9,43890
AQT530_T3810936,2021-11-12T20:36:42,1636745802,Night,10.4,93.6,987.0,,,0.112,0.0001313354518429042,0.002,0.0040190376450116045,0.006,0.007538207482924889,2.6,14.8,22.6,44490
AQT530_T3810936,2021-11-12T20:46:42,1636746402,Night,10.4,93.8,986.9,,,0.112,0.00013132214531282895,0.002,0.004018630447681816,0.007,0.008793684355672075,2.7,15.6,24.1,45089
AQT530_T3810936,2021-11-12T20:56:42,1636747002,Night,10.5,94.1,987.0,-0.0,-0.0,0.106,0.00012425580258699988,0.002,0.004017620744731326,0.006,0.007535549909336691,2.7,15.9,24.1,45689
AQT530_T3810936,2021-11-12T21:06:42,1636747602,Night,10.6,93.6,986.9,-0.0,-0.0,0.103,0.00012068434906405354,0.002,0.004015797932828823,0.006,0.007532130997762062,2.5,15.9,26.3,46288
AQT530_T3810936,2021-11-12T21:16:42,1636748202,Night,10.7,92.6,986.9,-0.0,-0.0,0.101,0.00011829927227184621,0.003,0.006021574758359232,0.007,0.008784390343670307,2.7,16.1,26.5,46888
AQT530_T3810936,2021-11-12T21:26:42,1636748802,Night,10.7,93.4,986.9,,,0.1,0.00011712799234836257,0.002,0.004014383172239488,0.007,0.008784390343670307,2.6,17.7,28.4,47487
AQT530_T3810936,2021-11-12T21:36:42,1636749402,Night,10.7,92.2,986.9,,,0.098,0.00011478543250139533,0.002,0.004014383172239488,0.006,0.00752947743743169,2.7,17.9,28.9,48087
AQT530_T3810936,2021-11-12T21:46:42,1636750002,Night,10.7,93.0,987.1,,,0.095,0.00011129414245082103,0.002,0.004015196706168405,0.006,0.007531003322007116,2.7,18.4,29.7,48687
AQT530_T3810936,2021-11-12T21:56:42,1636750602,Night,10.5,94.0,987.1,,,0.09,0.0001055108987213634,0.001,0.0020090138992524273,0.006,0.007536313389570668,2.8,19.6,31.2,49286
AQT530_T3810936,2021-11-12T22:06:42,1636751202,Night,10.3,94.2,987.1,,,0.086,0.00010089266428800168,0.001,0.0020104314430162322,0.006,0.0075416309506146405,2.6,18.3,28.6,49886
AQT530_T3810936,2021-11-12T22:16:42,1636751802,Night,10.2,94.8,987.2,0.0,0.0,0.079,9.272257199442993e-05,0.002,0.004022689415382966,0.005,0.006287547362273063,2.2,17.0,23.8,50485
AQT530_T3810936,2021-11-12T22:26:42,1636752402,Night,10.1,95.4,987.2,,,0.078,9.158118942297224e-05,0.003,0.0060361644087313145,0.006,0.007547720579417781,2.3,16.9,22.9,51085
AQT530_T3810936,2021-11-12T22:36:42,1636753002,Night,10.1,95.9,987.1,,,0.081,9.509390919711653e-05,0.003,0.006035552965821191,0.006,0.007546956021012249,2.2,15.8,22.1,51684
AQT530_T3810936,2021-11-12T22:46:42,1636753602,Night,10.0,97.3,987.1,,,0.078,9.160425298489413e-05,0.004,0.008050246053652848,0.006,0.0075496213771913115,2.6,19.1,28.8,52284
AQT530_T3810936,2021-11-12T22:56:42,1636754202,Night,9.9,98.0,986.9,,,0.076,8.926886867105764e-05,0.004,0.008051458494542864,0.006,0.00755075841941348,2.6,19.7,34.0,52884
AQT530_T3810936,2021-11-12T23:06:42,1636754802,Night,9.8,98.2,986.9,,,0.076,8.93004180149951e-05,0.005,0.010067880044532414,0.006,0.0075534270034104435,2.8,20.7,36.5,53483
AQT530_T3810936,2021-11-12T23:16:42,1636755402,Night,9.8,98.5,986.9,,,0.076,8.93004180149951e-05,0.006,0.012081456053438897,0.006,0.0075534270034104435,2.8,20.6,49.1,54083
AQT530_T3810936,2021-11-12T23:26:42,1636756002,Night,9.8,98.3,987.0,,,0.076,8.93094665931707e-05,0.006,0.01208268023583361,0.007,0.00881322443451933,2.6,18.9,35.7,54682
AQT530_T3810936,2021-11-12T23:36:42,1636756602,Night,9.9,97.9,986.9,-0.0,-0.0,0.078,9.161804942555916e-05,0.005,0.01006432311817858,0.007,0.008809218155982394,2.6,18.6,30.2,55282
AQT530_T3810936,2021-11-12T23:46:42,1636757202,Night,9.9,97.4,987.0,0.0,0.0,0.082,9.632617042498013e-05,0.003,0.0060392057458560685,0.008,0.010068698024063372,2.6,18.9,29.1,55881
AQT530_T3810936,2021-11-12T23:56:42,1636757802,Night,9.9,97.2,986.9,,,0.084,9.866559168906372e-05,0.002,0.004025729247271432,0.008,0.010067677892551306,2.5,19.9,29.5,56481
AQT530_T3810936,2021-11-13T00:06:42,1636758402,Night,9.9,96.9,986.9,0.0,0.0,0.087,0.00010218936282081597,0.001,0.002012864623635716,0.008,0.010067677892551306,2.5,20.0,30.8,57080
AQT530_T3810936,2021-11-13T00:16:42,1636759002,Night,9.7,98.1,987.0,,,0.079,9.286766150137577e-05,0.002,0.004028983999445079,0.007,0.008816340299619039,2.4,18.4,28.9,57680
AQT530_T3810936,2021-11-13T00:26:42,1636759602,Night,9.7,98.5,987.0,,,0.077,9.051658146336626e-05,0.002,0.004028983999445079,0.007,0.008816340299619039,2.0,13.0,36.2,58280
AQT530_T3810936,2021-11-13T00:36:42,1636760202,Night,9.8,98.3,986.9,,,0.075,8.81254125147978e-05,0.002,0.0040271520178129655,0.007,0.008812331503978853,2.0,14.1,23.7,58879
AQT530_T3810936,2021-11-13T00:46:42,1636760802,Night,9.8,98.1,986.9,,,0.075,8.81254125147978e-05,0.003,0.006040728026719448,0.007,0.008812331503978853,1.8,12.2,20.5,59479
AQT530_T3810936,2021-11-13T00:56:42,1636761402,Night,9.8,98.8,986.8,,,0.076,8.92913694368195e-05,0.002,0.004026743957014728,0.007,0.008811438573438373,1.7,10.9,21.2,60078
AQT530_T3810936,2021-11-13T01:06:42,1636762002,Night,9.7,99.2,986.6,,,0.074,8.695470711601508e-05,0.001,0.0020136755895909394,0.008,0.01007173407393735,1.1,96.9,1738.2,60678
AQT530_T3810936,2021-11-13T01:16:42,1636762602,Night,9.8,99.3,986.8,,,0.073,8.576671011694501e-05,0.001,0.002013371978507364,0.007,0.008811438573438373,0.9,43.3,1101.6,61277
AQT530_T3810936,2021-11-13T01:26:42,1636763202,Night,9.9,98.2,986.9,,,0.071,8.339591678480384e-05,0.003,0.006038593870907148,0.007,0.008809218155982394,1.2,7.6,12.9,61877
AQT530_T3810936,2021-11-13T01:36:42,1636763802,Night,10.1,97.3,986.9,0.0,0.0,0.069,8.098950973831271e-05,0.004,0.00804577344000126,0.008,0.010060569205601578,1.2,8.6,11.4,62477
AQT530_T3810936,2021-11-13T01:46:42,1636764402,Night,10.1,97.3,986.8,-0.0,-0.0,0.077,9.037043989526648e-05,0.002,0.004022479091393883,0.007,0.008802106070094925,1.2,8.6,12.8,63076
AQT530_T3810936,2021-11-13T01:56:42,1636765002,Night,10.1,97.1,986.8,0.0,0.0,0.079,9.27177240483903e-05,0.001,0.0020112395456969414,0.008,0.0100595497943942,1.0,7.5,11.2,63676
AQT530_T3810936,2021-11-13T02:06:42,1636765602,Night,10.1,96.8,986.9,0.002,0.0038561045414006044,0.08,9.390088085601472e-05,0.0,0.0,0.008,0.010060569205601578,1.0,7.3,11.0,64275
AQT530_T3810936,2021-11-13T02:16:42,1636766202,Night,10.2,96.8,986.7,0.002,0.0038539624611642924,0.078,9.150250060750408e-05,,,0.008,0.010054980522455157,1.0,6.7,10.4,64875
AQT530_T3810936,2021-11-13T02:26:42,1636766802,Night,10.1,98.3,986.7,,,0.074,8.684071253934796e-05,0.001,0.002011035731393567,0.007,0.00880121408528847,1.0,5.9,10.0,65474
AQT530_T3810936,2021-11-13T02:36:42,1636767402,Night,10.0,98.8,986.8,,,0.076,8.922829942485636e-05,0.0,0.0,0.007,0.008805214707237817,0.7,5.8,29.4,66074
AQT530_T3810936,2021-11-13T02:46:42,1636768002,Night,10.0,99.0,986.8,,,0.075,8.805424285347668e-05,0.0,0.0,0.01,0.012578878153196884,0.6,7.9,167.6,66674
AQT530_T3810936,2021-11-13T02:56:42,1636768602,Night,10.1,99.1,986.7,,,0.074,8.684071253934796e-05,0.0,0.0,0.01,0.012573162978983532,0.7,30.6,1055.2,67273
AQT530_T3810936,2021-11-13T03:06:42,1636769202,Night,10.1,99.0,986.5,,,0.067,7.86101133678529e-05,,,0.009,0.011313553005868577,0.6,3.7,6.5,67873
AQT530_T3810936,2021-11-13T03:16:42,1636769802,Night,10.1,99.2,986.6,,,0.067,7.861808195511777e-05,,,0.009,0.011314699843476878,0.5,5.8,31.0,68472
AQT530_T3810936,2021-11-13T03:26:42,1636770402,Night,10.2,99.1,986.5,,,0.064,7.506375666044775e-05,0.001,0.002009918511079465,0.008,0.01005294241958246,0.5,3.1,7.9,69072
AQT530_T3810936,2021-11-13T03:36:42,1636771002,Night,10.3,99.0,986.7,0.0,0.0,0.065,7.622518241646463e-05,0.002,0.004019233522083104,0.008,0.010051433166476165,0.3,2.4,10.2,69671
AQT530_T3810936,2021-11-13T03:46:42,1636771602,Night,10.4,98.3,986.7,0.0,0.0,0.06,7.033689227822057e-05,0.005,0.0100445401325556,0.006,0.007535916234449837,0.3,2.6,3.9,70271
AQT530_T3810936,2021-11-13T03:56:42,1636772202,Night,10.4,98.5,986.7,0.0,0.0,0.059,6.916461074025023e-05,0.005,0.0100445401325556,0.006,0.007535916234449837,0.3,2.7,4.7,70870
AQT530_T3810936,2021-11-13T04:06:42,1636772802,Night,10.3,99.0,986.6,0.0,0.0,0.061,7.152715209668785e-05,0.005,0.01004706545273941,0.007,0.008794112665237367,0.3,2.7,5.1,71470
AQT530_T3810936,2021-11-13T04:16:42,1636773402,Night,10.3,99.2,986.7,0.0,0.0,0.06,7.036170684596734e-05,0.004,0.008038467044166208,0.007,0.008795004020666642,0.3,2.6,33.3,72070
AQT530_T3810936,2021-11-13T04:26:42,1636774002,Night,10.4,97.7,986.8,0.0,0.0,0.063,7.386122181529893e-05,0.006,0.01205466975105608,0.006,0.007536679983941521,0.4,2.2,4.5,72669
AQT530_T3810936,2021-11-13T04:36:42,1636774602,Night,10.4,97.0,986.8,,,0.062,7.268882146902435e-05,0.003,0.00602733487552804,0.006,0.007536679983941521,0.4,2.5,4.9,73269
AQT530_T3810936,2021-11-13T04:46:42,1636775202,Night,10.3,98.3,986.9,,,0.062,7.27218345013628e-05,0.005,0.010050120510144459,0.007,0.008796786731525195,0.5,3.1,5.4,73868
AQT530_T3810936,2021-11-13T04:56:42,1636775802,Night,10.3,98.5,986.9,,,0.063,7.389476731590092e-05,0.004,0.008040096408115567,0.006,0.007540102912735881,0.4,2.9,6.3,74468
AQT530_T3810936,2021-11-13T05:06:42,1636776402,Night,10.3,98.5,986.9,,,0.06,7.037596887228657e-05,0.004,0.008040096408115567,0.006,0.007540102912735881,0.4,2.7,5.4,75067
AQT530_T3810936,2021-11-13T05:16:42,1636777002,Night,10.3,97.9,987.0,,,0.061,7.155615155020365e-05,0.003,0.006030683317567684,0.007,0.008797678086954471,0.4,2.9,5.5,75667
AQT530_T3810936,2021-11-13T05:26:42,1636777602,Night,10.4,96.5,987.0,0.001,0.0019262075213227487,0.063,7.387619166163362e-05,0.001,0.0020095188225058023,0.006,0.007538207482924889,0.4,3.4,6.6,76267
AQT530_T3810936,2021-11-13T05:36:42,1636778202,Night,10.4,95.9,986.9,0.001,0.0019260123635191702,0.062,7.269618758388745e-05,0.002,0.004018630447681816,0.005,0.0062812031111943376,0.4,4.3,7.0,76866
AQT530_T3810936,2021-11-13T05:46:42,1636778802,Night,10.4,95.8,987.1,0.001,0.001926402679126328,0.059,6.91926495000517e-05,0.001,0.0020097224211706967,0.006,0.007538971232416575,0.5,4.6,8.3,77466
AQT530_T3810936,2021-11-13T05:56:42,1636779402,Night,10.4,95.3,987.2,0.001,0.0019265978369299066,0.062,7.271828592847673e-05,0.0,0.0,0.006,0.007539734981908259,0.5,4.4,8.7,78065
AQT530_T3810936,2021-11-13T06:06:42,1636780002,Night,10.4,95.2,987.2,0.0,0.0,0.062,7.271828592847673e-05,0.001,0.0020099260198355906,0.005,0.00628311248492355,0.5,5.2,9.2,78665
AQT530_T3810936,2021-11-13T06:16:42,1636780602,Night,10.2,95.4,987.3,0.0,0.0,0.058,6.808169543762487e-05,0.001,0.002011548450064628,0.006,0.007545821123304937,0.6,5.3,9.1,79264
AQT530_T3810936,2021-11-13T06:26:42,1636781202,Night,10.2,95.5,987.3,,,0.056,6.573405076736196e-05,0.001,0.002011548450064628,0.007,0.008803457977189094,0.6,5.4,10.3,79864
AQT530_T3810936,2021-11-13T06:36:42,1636781802,Night,10.1,95.6,987.3,-0.0,-0.0,0.06,7.045420483519861e-05,0.0,0.0,0.007,0.0088065659941272,0.6,6.3,11.1,80464
AQT530_T3810936,2021-11-13T06:46:42,1636782402,Night,10.1,95.7,987.4,,,0.061,7.16356965648871e-05,-0.0,-0.0,0.007,0.008807457978933656,0.6,6.0,11.0,81063
AQT530_T3810936,2021-11-13T06:56:42,1636783002,Night,10.0,95.8,987.4,-0.0,-0.0,0.06,7.048622569397882e-05,,,0.007,0.008810568506208576,0.6,6.0,12.1,81663
AQT530_T3810936,2021-11-13T07:06:42,1636783602,Day,10.0,95.5,987.5,,,0.055,6.461891724063576e-05,0.0,0.0,0.007,0.008811460806037036,0.5,4.8,8.4,82262
AQT530_T3810936,2021-11-13T07:16:42,1636784202,Day,10.1,95.1,987.5,0.0,0.0,0.057,6.694505308520277e-05,0.0,0.0,0.007,0.00880834996374011,0.4,3.9,7.4,82862
AQT530_T3810936,2021-11-13T07:26:42,1636784802,Day,10.0,95.4,987.6,0.0,0.0,0.051,5.992542740638795e-05,0.001,0.002013580944835263,0.006,0.0075534455193132805,0.4,3.6,6.6,83461
AQT530_T3810936,2021-11-13T07:36:42,1636785402,Day,10.0,95.5,987.6,-0.0,-0.0,0.053,6.227544416742277e-05,0.001,0.002013580944835263,0.006,0.0075534455193132805,0.4,3.4,6.1,84061
AQT530_T3810936,2021-11-13T07:46:42,1636786002,Day,9.9,96.2,987.7,,,0.055,6.465483874615622e-05,0.001,0.002014496290166174,0.007,0.008816359076566837,0.4,3.9,6.5,84660
AQT530_T3810936,2021-11-13T07:56:42,1636786602,Day,9.9,96.6,988.0,-0.0,-0.0,0.055,6.467447674516793e-05,0.001,0.002015108165115095,0.007,0.008819036921786002,0.5,4.1,6.3,85260
AQT530_T3810936,2021-11-13T08:06:42,1636787202,Day,10.0,96.0,988.0,0.001,0.0019308829688261104,0.057,6.700260424991748e-05,0.0,0.0,0.007,0.008815922305179334,0.5,4.5,7.0,85860
AQT530_T3810936,2021-11-13T08:16:51,1636787811,Day,10.1,95.8,988.1,,,,,,,0.002,0.002518200535022525,0.0,0.0,0.0,62
AQT530_T3810936,2021-11-13T08:26:51,1636788411,Day,10.2,95.5,988.3,0.0,0.0,0.026,3.055029267605698e-05,0.006,0.012081515242776494,0.009,0.01133019601361633,0.6,5.9,9.7,662
AQT530_T3810936,2021-11-13T08:36:51,1636789011,Day,10.4,95.3,988.4,,,0.049,5.7540762677981616e-05,0.004,0.008049476815257283,0.007,0.00880704997177655,0.7,7.0,11.0,1262
AQT530_T3810936,2021-11-13T08:46:51,1636789611,Day,10.5,95.5,988.5,,,0.056,6.574433874334238e-05,0.002,0.00402372655133426,0.005,0.006289168427371935,0.7,7.2,12.3,1861
AQT530_T3810936,2021-11-13T08:56:51,1636790211,Day,10.5,94.3,988.5,0.0,0.0,0.056,6.574433874334238e-05,0.001,0.00201186327566713,0.003,0.003773501056423161,0.6,5.8,8.0,2461
AQT530_T3810936,2021-11-13T09:06:51,1636790811,Day,10.5,92.3,988.6,-0.0,-0.0,0.059,6.927336410901128e-05,,,0.003,0.0037738827965401486,0.5,4.7,8.2,3060
AQT530_T3810936,2021-11-13T09:16:51,1636791411,Day,10.5,91.8,988.8,,,0.058,6.811301619817513e-05,,,0.001,0.0012582154255913749,0.4,3.3,5.4,3660
AQT530_T3810936,2021-11-13T09:26:51,1636792011,Day,10.5,92.6,988.9,,,0.058,6.811990465046054e-05,0.001,0.002012677383214188,0.002,0.0025166853445940745,0.4,3.0,4.6,4260
AQT530_T3810936,2021-11-13T09:36:51,1636792611,Day,10.5,92.5,988.9,,,0.056,6.577094242113431e-05,0.0,0.0,0.003,0.0037750280168911115,0.3,2.9,5.6,4859
