Timestamp,DateTime,Latitude,Longitude,Altitude,Cadence,Distance,Speed,Breathing rate (rpm),Minute ventilation (mL/min),Heart rate (bpm)
1647971474,2022-03-22T18:51:14,49.24790158867836,3.8979731407016516,127.19999694824219,60,13360.7001953125,11.47700023651123,31.0,58599.0,130.0
1647971476,2022-03-22T18:51:16,49.24801558256149,3.8982099294662476,126.5999984741211,53,13382.099609375,10.684000015258789,30.0,59166.0,128.0
1647971479,2022-03-22T18:51:19,49.24814851954579,3.8985024578869343,126.0,27,13408.0302734375,7.978000164031982,30.0,48845.0,123.0
1647971480,2022-03-22T18:51:20,49.2481776047498,3.8985680043697357,125.80000305175781,27,13413.7900390625,6.261000156402588,30.0,52201.0,122.0
1647971482,2022-03-22T18:51:22,49.248213060200214,3.8986488059163094,125.19999694824219,27,13420.7099609375,3.2190001010894775,32.0,60389.0,122.0
1647971483,2022-03-22T18:51:23,49.24823300912976,3.8986499793827534,125.19999694824219,0,13422.580078125,2.9860000610351562,33.0,63386.0,123.0
1647971484,2022-03-22T18:51:24,49.24824214540422,3.898625001311302,125.0,0,13424.3798828125,2.3889999389648438,35.0,66578.0,124.0
1647971486,2022-03-22T18:51:26,49.24821238964796,3.8985551800578833,124.4000015258789,8,13430.51953125,2.687000036239624,37.0,71336.0,128.0
1647971489,2022-03-22T18:51:29,49.24814499914646,3.8984102569520473,123.80000305175781,52,13443.4697265625,4.591000080108643,42.0,89770.0,134.0
1647971490,2022-03-22T18:51:30,49.248117338865995,3.8983477279543877,123.80000305175781,54,13448.9599609375,5.085000038146973,43.0,90143.0,136.0
1647971496,2022-03-22T18:51:36,49.24790728837252,3.8979091867804527,123.80000305175781,67,13488.51953125,6.886000156402588,39.0,74960.0,147.0
1647971503,2022-03-22T18:51:43,49.247636552900076,3.8973317574709654,124.80000305175781,69,13540.25,6.922999858856201,30.0,60180.0,151.0
1647971505,2022-03-22T18:51:45,49.247555918991566,3.897163448855281,125.0,70,13555.4404296875,7.053999900817871,29.0,60061.0,151.0
1647971510,2022-03-22T18:51:50,49.24735626205802,3.8967568427324295,126.0,81,13592.4404296875,7.241000175476074,34.0,91858.0,152.0
1647971511,2022-03-22T18:51:51,49.247316950932145,3.896672185510397,126.4000015258789,83,13599.990234375,7.241000175476074,36.0,91858.0,153.0
1647971519,2022-03-22T18:51:59,49.2469825129956,3.895998615771532,126.80000305175781,81,13661.5302734375,7.482999801635742,36.0,87220.0,156.0
1647971519,2022-03-22T18:51:59,49.2469825129956,3.895998615771532,126.80000305175781,81,13661.5302734375,7.482999801635742,36.0,87220.0,156.0
1647971520,2022-03-22T18:52:00,49.246942698955536,3.8959115277975798,126.80000305175781,81,13669.26953125,7.501999855041504,35.0,82969.0,155.0
1647971525,2022-03-22T18:52:05,49.24674899317324,3.895501820370555,128.60000610351562,85,13706.0400390625,7.501999855041504,34.0,94796.0,155.0
1647971526,2022-03-22T18:52:06,49.24671605229378,3.8954239524900913,128.8000030517578,83,13712.7900390625,7.482999801635742,35.0,100136.0,155.0
1647971528,2022-03-22T18:52:08,49.246653942391276,3.8952672947198153,129.39999389648438,81,13726.1396484375,7.25,37.0,115304.0,156.0
1647971529,2022-03-22T18:52:09,49.24662041477859,3.8951979763805866,129.60000610351562,81,13732.41015625,7.165999889373779,39.0,115304.0,157.0
1647971530,2022-03-22T18:52:10,49.246590407565236,3.8951316755264997,129.60000610351562,82,13738.26953125,6.428999900817871,41.0,119032.0,158.0
1647971531,2022-03-22T18:52:11,49.246555203571916,3.895071242004633,129.8000030517578,79,13744.150390625,6.326000213623047,42.0,121881.0,158.0
1647971537,2022-03-22T18:52:17,49.24633853137493,3.8946411665529013,130.39999389648438,82,13783.669921875,6.466000080108643,44.0,119554.0,162.0
1647971539,2022-03-22T18:52:19,49.2462797742337,3.894495405256748,130.8000030517578,81,13796.1201171875,6.428999900817871,43.0,118630.0,163.0
1647971541,2022-03-22T18:52:21,49.246219005435705,3.894348805770278,131.1999969482422,81,13808.759765625,6.456999778747559,42.0,124014.0,164.0
1647971543,2022-03-22T18:52:23,49.24615127965808,3.8942034635692835,131.8000030517578,81,13821.759765625,6.456999778747559,42.0,125639.0,165.0
1647971548,2022-03-22T18:52:28,49.24595254473388,3.8938500825315714,133.0,79,13855.66015625,6.466000080108643,45.0,124267.0,166.0
1647971549,2022-03-22T18:52:29,49.24591817893088,3.893775651231408,133.1999969482422,77,13862.2802734375,6.466000080108643,46.0,126012.0,167.0
1647971552,2022-03-22T18:52:32,49.245815919712186,3.8935531955212355,134.0,76,13882.0400390625,6.354000091552734,47.0,114334.0,168.0
1647971555,2022-03-22T18:52:35,49.245732352137566,3.8933236990123987,134.60000610351562,72,13901.169921875,6.316999912261963,47.0,110650.0,169.0
1647971556,2022-03-22T18:52:36,49.24571022391319,3.8932501059025526,135.1999969482422,77,13907.0703125,6.308000087738037,48.0,114439.0,169.0
1647971557,2022-03-22T18:52:37,49.24568424001336,3.8931789435446262,135.39999389648438,75,13912.990234375,6.308000087738037,48.0,108861.0,170.0
1647971559,2022-03-22T18:52:39,49.24563143402338,3.8930378761142492,136.1999969482422,76,13924.8203125,6.065000057220459,49.0,106519.0,171.0
1647971563,2022-03-22T18:52:43,49.24553361721337,3.8927279133349657,136.8000030517578,73,13949.8798828125,5.934000015258789,50.0,120747.0,175.0
1647971565,2022-03-22T18:52:45,49.245481230318546,3.8925850857049227,137.39999389648438,72,13961.7998046875,5.906000137329102,51.0,124730.0,176.0
1647971566,2022-03-22T18:52:46,49.24545214511454,3.892518701031804,137.60000610351562,72,13967.6103515625,5.906000137329102,52.0,124730.0,177.0
1647971569,2022-03-22T18:52:49,49.24537251703441,3.892337903380394,138.8000030517578,69,13983.4697265625,4.982999801635742,51.0,117794.0,179.0
1647971571,2022-03-22T18:52:51,49.24532356671989,3.8922245800495148,139.39999389648438,69,13993.3603515625,4.664999961853027,49.0,117765.0,180.0
1647971573,2022-03-22T18:52:53,49.245262714102864,3.8921250868588686,140.60000610351562,70,14003.25,4.515999794006348,48.0,119495.0,180.0
1647971574,2022-03-22T18:52:54,49.24523237161338,3.892071358859539,141.0,69,14008.3603515625,4.796000003814697,48.0,117436.0,180.0
1647971575,2022-03-22T18:52:55,49.245207477360964,3.892013104632497,141.60000610351562,70,14013.4296875,4.692999839782715,47.0,121344.0,180.0
1647971576,2022-03-22T18:52:56,49.24518275074661,3.891960382461548,141.8000030517578,69,14018.1201171875,4.692999839782715,47.0,121344.0,180.0
